applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
NADA 138-938,Turkey,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101641.pdf,,Oxytetracycline,,6619,"<p> <font size=""3""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to oxytetracycline. <font size=""3""></font></p><p><br/></p><p><span class=""rangySelectionBoundary"" id=""selectionBoundary_1545172447186_15430869132875113"">&#65279;</span><br/></p>"
NADA 138-938,Turkey,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101644.pdf,,Oxytetracycline,,6600,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae</em> susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 138-938,Turkey,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101645.pdf,,Oxytetracycline,,6565,"<p> <font size=""3""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline<font size=""3"">.</font></p>"
NADA 008-804,Turkeys,VFD,B,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532115.pdf,,Oxytetracycline Hydrochloride,,1353,"<p></p><p> For turkeys for control of infectious synovitis caused by <i>Mycoplasma synoviae</i> susceptible to oxytetracycline. <font size=""3""></font></p><p></p>"
NADA 008-804,Turkeys,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532117.pdf,,Oxytetracycline Hydrochloride,,1337,"<p> <font size=""3""></font>For turkeys for control of infectious synovitis caused by<em> Mycoplasma synoviae </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Turkeys,VFD,B,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532119.pdf,,Oxytetracycline Hydrochloride,,1294,"<p></p><p> <font size=""3""><em></em></font>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline. <font size=""3""></font></p><p></p>"
NADA 008-804,Turkeys,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532120.pdf,,Oxytetracycline Hydrochloride,,1280,"<p> <font size=""3""></font>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Turkeys,VFD,B,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532124.pdf,,Oxytetracycline Hydrochloride,,1267,"<p></p><p> <font size=""3""></font>For turkeys for control of hexamitiasis caused by <em>Hexamita meleagridis</em> susceptible to oxytetracycline. <font size=""3""></font></p><p></p>"
NADA 008-804,Turkeys,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532125.pdf,,Oxytetracycline Hydrochloride,,1255,"<p> <font size=""3""></font>For turkeys for control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 141-290,Finishing hen turkeys,,B,Topmax™ 9,N141290 Type B Hens.pdf,,Ractopamine Hydrochloride,,8340,<p>For increased rate of weight gain and improved feed efficiency in finishing hen turkeys when fed for the last 7 to 14 days prior to slaughter.<br/></p>
NADA 141-290,Finishing hen turkeys,,C,Topmax™ 9,N141290 Type C Hens.pdf,,Ractopamine Hydrochloride,,8341,<p>For increased rate of weight gain and improved feed efficiency in finishing hen turkeys when fed for the last 7 to 14 days prior to slaughter.<br/></p>
NADA 141-290,Finishing tom turkeys,,B,Topmax™ 9,N141290 Type B Toms.pdf,,Ractopamine Hydrochloride,,8342,<p>For increased rate of weight gain and improved feed efficiency in finishingÂ tom turkeys when fed for the last 14 days prior to slaughter.<br/></p>
NADA 141-290,Finishing tom turkeys,,C,Topmax™ 9,N141290 Type C Toms.pdf,,Ractopamine Hydrochloride,,8343,<p>For increased rate of weight gain and improved feed efficiency in finishingÂ tom turkeys when fed for the last 14 days prior to slaughter.<br/></p>
NADA 006-391,Turkey,VFD,C,S.Q. 40%,UCM532055.pdf,,Sulfaquinoxaline,,1881,"<p> <font size=""3""></font>As an aid in the control of acute fowl cholera caused by <em>Pasteurella multocida</em> susceptible to sulfaquinoxaline and fowl typhoid caused by <em>Salmonella gallinarum </em>susceptible to sulfaquinoxaline. <font size=""3""></font></p>"
NADA 006-391,Turkey,VFD,C,S.Q. 40%,UCM532056.pdf,,Sulfaquinoxaline,,1875,"<p> <font size=""3""></font>As an aid in controlling outbreaks of coccidiosis caused by <em>Eimeria meleagrimitis </em>and <em>E. adenoeides.</em> <font size=""3""></font></p>"
NADA 006-391,Turkey,VFD,C,S.Q. 40%,UCM532057.pdf,,Sulfaquinoxaline,,1870,"<p> <font size=""3""></font>As an aid in preventing outbreaks of coccidiosis caused by<em> Eimeria meleagrimitis </em>and <em>E. adenoeides. </em><font size=""3""></font></p>"
NADA 006-391,Turkey,VFD,C,S.Q. 40%,UCM532058.pdf,,Sulfaquinoxaline,,1866,"<p> <font size=""3""></font>As an aid in the control of acute fowl cholera caused by<em> Pasteurella multocida </em>susceptible to sulfaquinoxaline and fowl typhoid caused by <em>Salmonella gallinarum</em> susceptible to sulfaquinoxaline. <font size=""3""></font></p>"
NADA 011-116,Broiler turkeys,OTC,C,Zoamix® Type A Medicated Article,Type C Broiler Turkeys.pdf,,Zoalene,,9262,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For prevention and control of coccidiosis.</p>"
ANADA 200-690,Growing turkeys,OTC,C,ZoaShield™ 25%,Zoashield_Blue_bird_labeling_Type_C_Turkey_2_5_2020.pdf,,Zoalene,,9306,"<p> <font size=""3""></font>For prevention and control of coccidiosis. <font size=""3""></font></p>"
NADA 141-194,Growing turkeys,OTC,C,Clinacox™ and BMD®,N 141194 ClinBMD Turkeys BB 3Aug2020.pdf,,"Bacitracin methylenedisalicylate,Diclazuril",,9243,"<p> <font size=""3""></font>For the prevention of coccidiosis caused by <em>Eimeria adenoeides</em>, <em>E. gallopavonis</em>, and <em>E. meleagrimitis</em>; and for increased rate of weight gain and improved feed efficiency in growing turkeys. <font size=""3""></font></p>"
NADA 140-919,Growing Turkeys,OTC,C,BMD® / Stenorol®,UCM207247.pdf,,"Bacitracin methylenedisalicylate,Halofuginone Hydrobromide",,2981,"<p>For the prevention of coccidiosis caused by Eimeria adenoeides, E. meleagrimitis and E. gallopavonis, and for increased rate of weight gain in growing turkeys<br/></p>"
NADA 140-937,Growing Turkeys,OTC,C,BMD® / Coban®,Coban and BMD Growing Turkey Cocci.pdf,,"Bacitracin methylenedisalicylate,Monensin Sodium",,669,"<p> <font size=""4""></font>For the prevention of coccidiosis caused by <em>E. adenoeides</em>, <em>E. meleagrimitis</em> and <em>E. gallopavonis</em>, and as an aid in the control of transmissible enteritis in growing turkeys complicated by organisms susceptible to bacitracin methylene disalicylate,<font size=""4""> </font></p>"
NADA 140-937,Growing Turkeys,OTC,C,BMD® / Coban®,Coban and BMD Growing Turkey Cocci WG FE.pdf,,"Bacitracin methylenedisalicylate,Monensin Sodium",,657,"<p> <font size=""4""></font>For the prevention of coccidiosis caused by <em>E. adenoeides</em>, <em>E. meleagrimitis</em> and <em>E gallopavonis</em>, and for increased rate of weight gain and improved feed efficiency in growing turkeys. <font size=""4""></font></p>"
NADA 141-085,Growing Turkeys,OTC,C,BMD® / Zoamix®,UCM257790.pdf,,"Bacitracin methylenedisalicylate,Zoalene",,1839,"<p>For prevention and control of coccidiosis, and for increased rate of weight gain and improved feed efficiency in growing turkeys,<br/></p>"
NADA 141-540,Growing turkeys,OTC,C,Pennitracin MD® and Coban™,BlueBird_Pennitracin_and_Coban_Type_C_Turkeys_Dec_2020.pdf,,"Bacitracin,Monensin",,9810,"<p> <font size=""2""></font>For increased rate of weight gain and improved feed efficiency, and for the prevention of coccidiosis caused by <em>Eimeria adenoeides, E. meleagrimitis</em> and <em>E. gallopavonis </em>in growing turkeys. <font size=""2""></font></p>"
ANADA 200-705,Growing turkeys,OTC,C,ZoaShield™ and BMD®,Type C Turkey.pdf,,"Bacitracin,Zoalene",,10774,"<p>For prevention and control of coccidiosis, and for increased rate of weight gain and improved feed efficiency in growing turkeys.</p>"
NADA 141-195,Growing turkeys,OTC,C,Clinacox™ and Flavomycin®,N141195ClinFlavoTypeCBBTurkey2 20Aug2020.pdf,,"Bambermycins,Diclazuril",,9242,"<p> <font size=""3""></font>Growing Turkeys: For the prevention of coccidiosis caused by <em>Eimeria adenoeides</em>, <em>E. gallopavonis</em>, and <em>E. meleagrimitis</em>, and for increased rate of weight gain and improved feed efficiency in growing turkeys. <font size=""3""></font></p>"
NADA 141-195,Growing turkeys,OTC,C,Clinacox™ and Flavomycin®,N141195 ClinFlavoTypeCBBTurkey1 20Aug2020.pdf,,"Bambermycins,Diclazuril",,9241,"<p> <font size=""3""></font>For the prevention of coccidiosis caused by <em>Eimeria adenoeides</em>,<em> E. gallopavonis</em>, and <em>E. meleagrimitis</em>, and for improved feed efficiency in growing turkeys. <font size=""3""></font></p>"
NADA 140-918,Growing Turkeys,OTC,C,Flavomycin® / Stenorol®,UCM207246.pdf,,"Bambermycins,Halofuginone Hydrobromide",,2963,"<p>For the prevention of coccidiosis caused by <i>Eimeria adenoeides</i>, <i>E. meleagrimitis </i>and <i>E. gallopavonis</i>, and for increased rate of weight gain in growing turkeys.<br/></p>"
NADA 140-955,Growing Turkeys,OTC,C,Coban® / Flavomycin®,Coban and Flavomycin Growing Turkey Cocci WG FE.pdf,,"Bambermycins,Monensin",,506,"<p>For the prevention of coccidiosis caused by <em>Eimeria adenoeides</em>, <em>E. meleagrimitis</em>, and <em>E. gallopavonis</em>, and for increased rate of weight gain and improved feed efficiency in growing turkeys. </p><p></p>"
NADA 140-955,Growing Turkeys,OTC,C,Coban® / Flavomycin®,Coban and Flayomycin Growing Turkey Cocci FE.pdf,,"Bambermycins,Monensin",,1828,"<p>For the prevention of coccidiosis caused by <i>Eimeria adenoeides</i>,<i> E. meleagrimitis</i>, and <i>E. gallopavonis</i>, and for improved feed efficiency in growing turkeys.<br/></p>"
NADA 141-301,Tom turkeys,OTC,C,Topmax™ plus Coban®,UCM202391.pdf,,"Monensin,Ractopamine Hydrochloride",,2434,"<p>For increased rate of weight gain and improved feed efficiency in finishing tom turkeys fed for the last 14 days prior to slaughter, and for the prevention of coccidiosis in growing turkeys caused by <i>Eimeria adenoeides</i>, <i>E. meleagrimitis </i>and <i>E. gallopavonis</i>.<br/></p>"
NADA 141-301,Finishing hen turkeys,OTC,C,Topmax™ plus Coban®,UCM202392.pdf,,"Monensin,Ractopamine Hydrochloride",,2436,"<p>For increased rate of weight gain and improved feed efficiency in finishing hen turkeys fed for the last 7 to 14 days prior to slaughter, and for the prevention of coccidiosis in growing turkeys caused by <i>Eimeria adenoeides</i>, <i>E. meleagrimitis </i>and <i>E. gallopavonis</i><br/></p>"
NADA 094-975,Turkeys,VFD,B,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423500.pdf,,"Neomycin Sulfate,Oxytetracycline",,5904,"<p>Control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline<br/></p>"
NADA 094-975,Turkeys,VFD,C,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423560.pdf,,"Neomycin Sulfate,Oxytetracycline",,5997,<p>For turkeys for control of hexamitiasis caused by <i>Hexamita meleagrides </i>susceptible to oxytetracycline.<br/></p>
NADA 094-975,Turkeys,VFD,B,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423449.pdf,,"Neomycin Sulfate,Oxytetracycline",,988,<p>Control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to oxytetracycline.<br/></p>
NADA 094-975,Turkeys,VFD,C,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423562.pdf,,"Neomycin Sulfate,Oxytetracycline",,5977,"<p>For turkeys for control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline.<br/></p>"
NADA 094-975,Turkeys,VFD,B,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423441.pdf,,"Neomycin Sulfate,Oxytetracycline",,994,<p>Control of hexamitiasis caused by <em>Hexamita<br/>meleagrides</em> susceptible to oxytetracycline.<br/></p>
NADA 094-975,Turkeys,VFD,C,"Neo-Terramycin® 100/100,Neo-Terramycin® 100/100D,Neo-Terramycin® 50/50,Neo-Terramycin® 50/50D",UCM423561.pdf,,"Neomycin Sulfate,Oxytetracycline",,5958,<p>For turkeys for control of infectious synovitis caused by <i>Mycoplasma synoviae </i>susceptible to oxytetracycline.<br/></p>
NADA 138-939,Turkeys,VFD,C,"Neo-Oxy 100/100 MR®,Neo-Oxy 50/50®",UCM203194.pdf,,"Neomycin Sulfate,Oxytetracycline Hydrochloride",,6456,"<p> <font size=""3""></font>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 138-939,Turkeys,VFD,C,"Neo-Oxy 100/100 MR®,Neo-Oxy 50/50®",UCM203196.pdf,,"Neomycin Sulfate,Oxytetracycline Hydrochloride",,6483,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 138-939,Turkeys,VFD,C,"Neo-Oxy 100/100 MR®,Neo-Oxy 50/50®",UCM203198.pdf,,"Neomycin Sulfate,Oxytetracycline Hydrochloride",,6469,"<p> <font size=""2""></font>For control of complicating bacterial organisms associated with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline. <font size=""2""></font></p>"
NADA 138-939,Turkeys,VFD,B,"Neo-Oxy 100/100 MR®,Neo-Oxy 50/50®",UCM207283.pdf,,"Neomycin Sulfate,Oxytetracycline Hydrochloride",,1034,"<p>For control of hexamitiasis caused by <em>Hexamita meleagridis </em>susceptible to oxytetracycline.</p><p>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>susceptible to oxytetracycline.</p><p>For control of complicating bacterial organisms with bluecomb (transmissible enteritis, coronaviral enteritis) susceptible to oxytetracycline.</p>"
NADA 040-209,Tukey,VFD,C,Rofenaid® 40,UCM532283.pdf,,"Ormetoprim,Sulfadimethoxine",,402,"<p> <font size=""3""></font>As an aid in the prevention of coccidiosis caused by<em> Eimeria adenoeides, E. gallopavonis</em>, and <em>E. meleagrimitis</em>; for the prevention of bacterial infections caused by <em>Pasteurella multocida</em> (fowl cholera.) <font size=""3""></font></p>"
NADA 040-209,"Chickens [broiler and replacement (breeder and layer)], Turkeys, Ducks, breeding ducks and Chukar Partridges",VFD,B,Rofenaid® 40,UCM532266.pdf,,"Ormetoprim,Sulfadimethoxine",,441,"<p><b><font size=""3""></font></b>Chickens [broiler and replacement (breeder and layer)]: As an aid in the prevention of coccidiosis caused by<em> Eimeria tenella, E. necatrix, E. acervulina, E. maxima, E. brunetti </em>and <em>E. mivati</em>; as an aid in the prevention of bacterial infections caused by <em>Haemophilus gallinarum</em> (infectious coryza),<em> Escherichia coli </em>(colibacillosis) and <em>Pasteurella multocida </em>(fowl cholera). </p><p>Turkeys: As an aid in the prevention of coccidiosis caused by<em> Eimeria adenoeides, E. gallopavonis</em>, and <em>E. meleagrimitis</em>; for the prevention of bacterial infections caused by <em>Pasteurella multocida</em> (fowl cholera). </p><p>Ducks, including breeding ducks: As an aid in the control of bacterial infections due to <em>Pasteurella multocida </em>(fowl cholera) in ducks including breeding ducks. </p><p>Ducks: As an aid in the control of bacterial infections due to Escherichia coli<em>, Riemerella anatipestife</em>r (strains 2, 3, &amp; 4) and severe challenge of <em>P. multocida</em> (fowl cholera). </p><p>Chukar Partridges: For the prevention of coccidiosis caused by<em> Eimeria kof</em>oidi and <em>E. legionensis. </em></p><p><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""></font></font><font face=""Times New Roman,Times New Roman"" size=""3""></font></p>"
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,B,Deccox®,Type B Cattle.pdf,,Decoquinate,,10494,<p>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,C,Deccox®,Type C Cattle Milk Replacer.pdf,,Decoquinate,,10492,<p>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,C,Deccox®,Type C Cattle Top Dress.pdf,,Decoquinate,,10493,<p>For prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by <i>Eimeria bovis</i> and <i>E. zuernii</i>.<br/></p>
NADA 039-417,Cattle (including ruminating and non-ruminating calves and veal calves),OTC,B,Deccox®,UCM493206.pdf,,Decoquinate,,2334,"<p> <font size=""2""></font>For the prevention of coccidiosis in cattle (including ruminating and non-ruminating calves and veal calves) caused by<em> Eimeria bovis</em> and <em>E. zuernii</em>. <font face=""Arial,Arial"" size=""2""><font face=""Arial,Arial"" size=""2""><i></i></font></font><font face=""Arial,Arial"" size=""2""><i></i></font><i></i></p>"
